,old_name,modern_name,type_of_rule,modern_country,wikipage,infobox,infobox_keys,description,instance_of,inception,dissolved,religion,geoLoc,capital
398,Hessen-Eschwege,Hessen-Eschwege,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f9593c42150>,False,[nan],,,,,,"(nan, nan)",
399,Hessen-Homburg,Hessen-Homburg,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f9593c4d890>,True,"['landesname', 'flagge', 'wappen', 'karte', 'bildtext', 'hauptstadt', 'regierungsform', 'staatsoberhaupt', 'dynastie', 'periode', 'fläche', 'einwohner', 'bevölkerungsdichte', 'vorläufer', 'nachfolger']",,,,,,"(nan, nan)",
400,Hessen-Marburg,Hessen-Marburg,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f9593c4dad0>,False,[nan],,,,,,"(nan, nan)",
401,Hessen-Rheinfels,Hessen-Rheinfels,"['Graf#Landgraf', 'Landgrafschaft']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f9593c4d390>,False,[nan],,,,,,"(nan, nan)",
402,Hessen-Rotenburg,Hessen-Rotenburg,"['Graf#Landgraf', 'Landgrafschaft']","['DE-HE', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f9593c4d3d0>,False,[nan],,,,,,"(nan, nan)",
403,Hessen-Wanfried,Hessen-Wanfried,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f9593c4d790>,False,[nan],,,,,,"(nan, nan)",
404,Hinterpommern,Hinterpommern,['Herzogtum'],['PL'],<wptools.page.WPToolsPage object at 0x7f9593c4dd50>,False,[nan],,,,,,"(nan, nan)",
405,Hochgericht Nalbacher Tal,Nalbacher Tal,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-SL'],<wptools.page.WPToolsPage object at 0x7f9593c4d190>,True,"['name', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'fläche']",,,[[Bistum Trier|Erzstift Trier]],,[[Römisch-katholische Kirche]],"(nan, nan)",[[Nalbach]]
406,Hochstift Augsburg,Augsburg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f9593c55e50>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger', 'lage']",,,,[[Kurfürstentum Bayern]],[[römisch-katholisch]],"(nan, nan)","[[Augsburg]], [[Dillingen an der Donau|Dillingen]]"
407,Hochstift Bamberg,Bamberg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f9593c55390>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,Annexion durch [[Kurpfalz-Bayern]] (1802),[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Bamberg]]
408,Hochstift Basel,Basel,['Hochstift'],"['CH', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f9593c55e10>,True,"['wappen', 'karte', 'alternativnamen', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger', 'siehe auch']",,,,[[Säkularisation]] 1803;<br />Rechtsrheinisch:<br />[[Markgrafschaft Baden]]<br />Linksrheinisch:<br />[[Kanton Bern]] & [[Kanton Basel]]<br />später Abspaltungen zu [[Kanton Jura]] & [[Kanton Basel-Landschaft]],[[Schweizer Reformierte Kirchen|reformiert]] und [[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Basel]]; seit 1528 [[Pruntrut]]
409,Hochstift Brandenburg,Brandenburg,['Hochstift'],"['DE-BB', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f9593c55450>,True,"['wappen', 'karte', 'bildtext', 'staatsoberhaupt', 'region-iso', 'hauptstädte/residenzen', 'konfession/religion', 'nachfolger']",,,,[[Kurfürstentum Brandenburg]] (1571),"[[römisch-katholisch]], seit 1544 [[evangelisch-lutherisch]]","(nan, nan)","[[Dom Brandenburg]]; [[Burg Ziesar]], [[Burg Pritzerbe]]"
410,Hochstift Brixen,Brixen,['Hochstift'],['IT'],<wptools.page.WPToolsPage object at 0x7f9593c55ed0>,True,"['karte', 'karte kirchenprovinz', 'staat', 'metropolitanbistum', 'diözesanbischof', 'generalvikar', 'fläche', 'stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ständige diakone', 'ordensbrüder', 'ordensschwestern', 'ritus', 'kathedrale', 'konkathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
411,Hochstift Cambrai,Cambrai,,['FR'],<wptools.page.WPToolsPage object at 0x7f9593c55950>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1802 säkularisiert,"[[Römisch-katholische Kirche|römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)",[[Cambrai]]
412,Hochstift Cambrai,Cambrai,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f9593c5eb90>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1802 säkularisiert,"[[Römisch-katholische Kirche|römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)",[[Cambrai]]
413,Hochstift Chur,Chur,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f9593c55fd0>,True,"['karte', 'staat', 'kirchenprovinz', 'diözesanbischof', 'apostolischer administrator', 'emeritierter diözesanbischof', 'emeritierter weihbischof', 'fläche', 'stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ordensbrüder', 'ordensschwestern', 'ständige diakone', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
414,Hochstift Eichstätt,Eichstätt,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f9593c62ed0>,True,"['wappen', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'karte reichskreis', 'konfession/religion', 'nachfolger']",,,im 14. Jahrhundert herausgebildet,untergegangen 1802 an [[Königreich Bayern]] und [[Kurfürstentum Salzburg]],[[römisch-katholisch]],"(nan, nan)",
415,Hochstift Freising,Freising,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f9593c62690>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'konfession/religion', 'sprache/n', 'einwohner', 'nachfolger', 'lage']",,,,untergegangen 1802 (de facto)/1803 (amtlich) an [[Kurpfalz-Bayern]] und [[Kaisertum Österreich]],[[römisch-katholisch]],"(nan, nan)",
416,Hochstift Fulda,Fulda,['Abtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f9593c62c90>,True,"['wappen', 'karte', 'alternativnamen', 'vorläufer', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'karte reichskreis', 'hauptstädte/residenzen', 'herrschaft/regierung', 'herrscher', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Herzogtum Franken]],[[Nassau-Oranien-Fulda]],[[römisch-katholisch]],"(nan, nan)",[[Fulda]]
417,Hochstift Genf,Genf,['Hochstift'],"['CH', 'FR']",<wptools.page.WPToolsPage object at 0x7f9593c65fd0>,True,"['karte', 'staat', 'kirchenprovinz', 'diözesanbischof', 'weihbischof', 'emeritierter weihbischof', 'generalvikar', 'fläche', 'stand', 'vikariate', 'vikariate stand', 'dekanate', 'dekante stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ordensbrüder', 'ordensschwestern', 'ständige diakone', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
418,Hochstift Halberstadt,Halberstadt,['Hochstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f9593c65e50>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1180 herausgebildet aus [[Stammesherzogtum_Sachsen|Herzogtum Sachsen]],1807/10: [[Königreich Westphalen|Kgr Westphalen]]<br>1815: [[Preußen]],"bis zur Reformation [[römisch-katholisch]], danach [[evangelisch-lutherisch]]","(nan, nan)","[[Halberstadt]], [[Gröningen]]"
419,Hochstift Havelberg,Havelberg,['Hochstift'],"['DE-BB', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f9593c65250>,False,[nan],,,,,,"(nan, nan)",
420,Hochstift Hildesheim,Hildesheim,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f9593c65790>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1180 herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],1807/10: [[Königreich Westphalen|Kgr Westphalen]]<br />1815: [[Königreich Hannover]],"bis zur Reformation [[römisch-katholisch]], ab 16.&nbsp;Jahrhundert Teile [[evangelisch]]","(nan, nan)",[[Hildesheim]]
421,Hochstift Konstanz,Konstanz,['Hochstift'],"['DE-BW', 'CH']",<wptools.page.WPToolsPage object at 0x7f9593c6a950>,True,"['wappen', 'alternativnamen', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger', 'siehe auch', 'karte']",,,,"[[Säkularisation]] 1803;
[[Markgrafschaft Baden]]",katholisch,"(nan, nan)",[[Konstanz]]; ab 1526 [[Meersburg]]
422,Hochstift Lausanne,Lausanne,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f9593c6a410>,True,"['karte', 'staat', 'kirchenprovinz', 'diözesanbischof', 'weihbischof', 'emeritierter weihbischof', 'generalvikar', 'fläche', 'stand', 'vikariate', 'vikariate stand', 'dekanate', 'dekante stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ordensbrüder', 'ordensschwestern', 'ständige diakone', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
423,Hochstift Lübeck,Lübeck,['Hochstift'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f9593c72bd0>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1180 herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],1803: [[Oldenburg (Land)|Oldenburg]]/ [[Fürstentum Lübeck]],"bis zur Reformation [[römisch-katholisch]], ab 16. Jh. [[evangelisch]]","(nan, nan)",[[Eutiner Schloss|Eutin]]
424,Hochstift Lüttich,Lüttich,['Hochstift'],['BE'],<wptools.page.WPToolsPage object at 0x7f9593c6a290>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'nachfolger']",,,im 14. Jahrhundert herausgebildet,"1794: [[Erste Französische Republik|Frankreich]]: Departments [[Meuse-Inférieure]], [[Ourthe (Département)|Ourthe]], [[Sambre-et-Meuse]], [[Jemappes (Département)|Jemappes]]<br />1815: [[Vereinigtes Königreich der Niederlande|Vereinigte Niederlande]]","[[Römisch-katholische Kirche|römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)",[[Lüttich]]
425,Hochstift Meißen,Meißen,['Hochstift'],['DE-SN'],<wptools.page.WPToolsPage object at 0x7f9593c6a510>,False,[nan],,,,,,"(nan, nan)",
426,Hochstift Merseburg,Merseburg,['Hochstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f9593c6a3d0>,False,[nan],,,,,,"(nan, nan)",
427,Hochstift Metz,Metz,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f9593c6add0>,True,"['wappen', 'alternativnamen', 'staatsoberhaupt', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Frankreich]],[[römisch-katholisch]],"(nan, nan)","[[Metz]], später [[Vic-sur-Seille]]"
428,Hochstift Minden,Minden,['Hochstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f9593c6af10>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1180 herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],1648: [[Fürstentum Minden]],[[römisch-katholisch]],"(nan, nan)","[[Minden]], [[Schloss Petershagen|Petershagen]]"
429,Hochstift Münster,Münster,['Hochstift'],"['DE-NW', 'DE-NI']",<wptools.page.WPToolsPage object at 0x7f9593c78d90>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,im 14. Jahrhundert herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],"1802: aufgeteilt auf [[Fürstentum Münster|Preußen]], [[Fürstentum Salm|Salm]], [[Herzogtum Arenberg|Aremberg]], [[Herzogtum Oldenburg|Oldenburg]]","[[römisch-katholisch]], Anfang 16. Jahrhundert große [[Reformation]]sbewegungen, große [[Juden|jüdische]] Minderheit","(nan, nan)","[[Fürstbischöfliches Schloss Münster|Münster]], [[Schloss Ahaus|Ahaus]], [[Schloss Nordkirchen|Nordkirchen]], [[Ludgerusburg|Coesfeld]]"
430,Hochstift Naumburg,Naumburg,['Hochstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f9593c78210>,False,[nan],,,,,,"(nan, nan)",
431,Hochstift Osnabrück,Osnabrück,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f9593c78890>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,im 14. Jahrhundert herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],"untergegangen 1802 (de facto), 1803 (amtlich) an [[Kurfürstentum Braunschweig-Lüneburg|Braunschweig-Lüneburg]] ([[Fürstentum Osnabrück]])","[[Römisch-katholische Kirche|römisch-katholisch]], Anfang 16. Jahrhundert große [[Reformation]]sbewegungen, große [[Juden|jüdische]] Minderheit","(nan, nan)","[[Schloss Osnabrück|Osnabrück]], [[Schloss Iburg|Iburg]], [[Schloss Fürstenau (Fürstenau)|Fürstenau]]"
432,Hochstift Paderborn,Paderborn,['Hochstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f9593c78d10>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,im 14. Jahrhundert herausgebildet aus [[Stammesherzogtum Sachsen|Herzogtum Sachsen]],untergegangen 1802 (de facto)/1803 (amtlich) an [[Königreich Preußen]] ([[Fürstentum Paderborn]]),"[[römisch-katholisch]], 2. Hälfte 16. Jahrhundert größtenteils [[lutherisch]], große [[Juden|jüdische]] Minderheit","(nan, nan)","[[Paderborn]], [[Schloß Neuhaus (Paderborn)|Neuhaus]]"
433,Hochstift Passau,Passau,['Hochstift'],"['DE-BY', 'AT']",<wptools.page.WPToolsPage object at 0x7f9593c7ef10>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger', 'karte']",,,,"westlicher Teil an Bayern, östlicher Teil zum [[Kurfürstentum Salzburg]]",[[römisch-katholisch]],"(nan, nan)",Passau
434,Hochstift Ratzeburg,Ratzeburg,['Hochstift'],"['DE-MV', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f9593c78e50>,False,[nan],,,,,,"(nan, nan)",
435,Hochstift Regensburg,Regensburg,['Hochstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f9593c7e590>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,untergegangen 1802 (de facto)/1803 (amtlich) an [[Fürstentum Regensburg]],[[römisch-katholisch]],"(nan, nan)",
436,Hochstift Schwerin,Schwerin,['Hochstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f9593c7e0d0>,False,[nan],,,,,,"(nan, nan)",
437,Hochstift Sitten,Sitten,['Hochstift'],['CH'],<wptools.page.WPToolsPage object at 0x7f9593c7e510>,True,"['karte', 'staat', 'kirchenprovinz', 'diözesanbischof', 'emeritierter diözesanbischof', 'generalvikar', 'fläche', 'stand', 'dekanate', 'dekanate stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ordensbrüder', 'ordensschwestern', 'ständige diakone', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
438,Hochstift Speyer,Speyer,['Hochstift'],"['DE-RP', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f9593c05c90>,True,"['wappen', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,Königsgut im Speyergau,[[Frankreich]] und [[Markgrafschaft Baden]] 1802 (de facto) bzw. 1803 (amtlich),"[[römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)","[[Speyer]], später Udenheim ([[Philippsburg]]), schließlich [[Bruchsal]]"
439,Hochstift Straßburg,Straßburg,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f9593c05f10>,True,"['wappen', 'alternativnamen', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger', 'siehe auch', 'karte']",,,,"[[Säkularisation]] 1803;
Rechtsrheinisch: [[Markgrafschaft Baden]];                  
Linksrheinisch: [[Frankreich]]",[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Straßburg]]; [[Saverne|Zabern]]; seit 1791 [[Ettenheim]]
440,Hochstift Toul,Toul,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f9593c059d0>,False,[nan],,,,,,"(nan, nan)",
441,Hochstift Trient,Trient,['Hochstift'],['IT'],<wptools.page.WPToolsPage object at 0x7f9593c7e4d0>,True,"['karte', 'karte kirchenprovinz', 'staat', 'kirchenregion', 'kirchenprovinz', 'diözesanbischof', 'emeritierter diözesanbischof', 'fläche', 'stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ordenspriester', 'ständige diakone', 'ordensbrüder', 'ordensschwestern', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website', 'suffraganbistümer']",,,,,,"(nan, nan)",
442,Hochstift Utrecht,Utrecht,['Hochstift'],['NL'],<wptools.page.WPToolsPage object at 0x7f9593c0af90>,True,"['wappen', 'karte', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,seit dem 11. Jahrhundert herausgebildet,1579/81: [[Republik der Sieben Vereinigten Provinzen|Generalstaaten]],"[[Römisch-katholische Kirche|römisch-katholisch]], [[Juden|jüdische]] Minderheit","(nan, nan)","[[Utrecht]], [[Wijk bij Duurstede]], [[Deventer]]"
443,Hochstift Verden,Verden,['Hochstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f9593c0ab10>,True,"['wappen', 'karte', 'bildtext', 'name', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,1180 aus der Auflösung des [[Stammesherzogtum Sachsen|Herzogtums Sachsen]],1807/10: [[Königreich Westphalen|Kgr Westphalen]]<br />1815: [[Königreich Hannover]],"bis zur Reformation [[römisch-katholisch]], danach [[evangelisch-lutherisch]]","(nan, nan)","[[Verden]], [[Rotenburg (Wümme)|Rotenburg]]"
444,Hochstift Verdun,Verdun,['Hochstift'],['FR'],<wptools.page.WPToolsPage object at 0x7f9593c0ac90>,True,"['karte', 'karte kirchenprovinz', 'karte kirchenprovinz beschreibung', 'staat', 'metropolitanbistum', 'diözesanbischof', 'emeritierter diözesanbischof', 'generalvikar', 'fläche', 'stand', 'pfarreien', 'einwohner', 'katholiken', 'diözesanpriester', 'ständige diakone', 'ordensschwestern', 'ritus', 'liturgiesprache', 'kathedrale', 'anschrift', 'website']",,,,,,"(nan, nan)",
445,Hochstift Worms,Worms,['Hochstift'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f9593c0fdd0>,False,[nan],,,,,,"(nan, nan)",
446,Hoerstgen,Hoerstgen,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f9593c0ae50>,False,[nan],,,,,,"(nan, nan)",
447,Hohenlohe (Adelsgeschlecht),Hohenlohe,['Grafschaft'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f9593c0fd90>,False,[nan],,,,,,"(nan, nan)",
448,Hohenzollern-Haigerloch,Hohenzollern-Haigerloch,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f9593c0aa90>,True,"['hauptstädte/residenzen', 'dynastien', 'sprache/n']",,,,,,"(nan, nan)",[[Haigerloch]]
449,Hohenzollern-Hechingen,Hohenzollern-Hechingen,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f9593c0fc50>,True,"['landesname', 'flagge', 'wappen', 'karte', 'hauptstadt', 'regierungsform', 'staatsoberhaupt', 'dynastie', 'periode', 'fläche', 'einwohner', 'bevölkerungsdichte', 'vorläufer', 'nachfolger']",,,,,,"(nan, nan)",
450,Hohenzollern-Sigmaringen,Hohenzollern-Sigmaringen,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f9593c0acd0>,True,"['landesname', 'flagge', 'wappen', 'karte', 'hauptstadt', 'regierungsform', 'staatsoberhaupt', 'dynastie', 'periode', 'fläche', 'einwohner', 'bevölkerungsdichte', 'vorläufer', 'nachfolger']",,,,,,"(nan, nan)",
451,Hohkönigsburg#Geschichte,Thierstein und Hochkönigsburg,"['Herrschaft (Territorium)', 'Herrschaften']",['FR'],<wptools.page.WPToolsPage object at 0x7f9593c12ed0>,True,"['bild', 'bildbeschreibung', 'alternativname', 'entstehungszeit', 'typologie n. geo. lage', 'erhaltungszustand', 'mauerwerksmerkmale', 'heutiger ortsname', 'breitengrad', 'längengrad', 'region-iso', 'höhenordinate', 'höhe-bezug']",,,Erste Hälfte 12.&nbsp;Jh.,,,"('07/20/39/E', '48/14/58/N')",
452,Holstein-Itzehoe,Holstein-Itzehoe,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f9593c12c90>,False,[nan],,,,,,"(nan, nan)",
453,Holstein-Kiel,Holstein-Kiel,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f9593c12dd0>,False,[nan],,,,,,"(nan, nan)",
454,Holstein-Pinneberg,Holstein-Pinneberg,['Grafschaft'],"['DE-SH', 'DE-HH']",<wptools.page.WPToolsPage object at 0x7f9593c12650>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstadt', 'dynastie', 'konfession/religion', 'sprache/n', 'nachfolger']",,,der Grafschaft [[Holstein-Itzehoe]] durch Erbteilung 1290.,dem ''[[Herzogtum Holstein]] königlichen Anteils'' durch Usurpation 1640 nach Aussterben der Grafenlinie im Mannesstamm.,"Katholiken bis 1561, <br>danach v.&nbsp;a. Lutheraner, <br>Calvinisten ab 1601 und<br>Juden ab 1621, v.&nbsp;a. in [[Altona Altstadt|Altona]]","(nan, nan)",
455,Holstein-Plön,Holstein-Plön,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f9593c124d0>,False,[nan],,,,,,"(nan, nan)",
456,Holstein-Rendsburg,Holstein-Rendsburg,['Grafschaft'],"['DE-SH', 'DE-HH']",<wptools.page.WPToolsPage object at 0x7f9593c125d0>,True,"['name', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'region-iso', 'nachfolger']",,,der Grafschaft [[Holstein-Itzehoe]] durch Erbteilung 1290.,dem ''[[Herzogtum Holstein]] königlichen Anteils'' 1495,,"(nan, nan)",
457,Holstein-Segeberg,Holstein-Segeberg,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f9593c1ded0>,False,[nan],,,,,,"(nan, nan)",
458,Innerösterreich,Innerösterreich,['Erzherzogtum'],"['AT', 'SI', 'HR', 'IT']",<wptools.page.WPToolsPage object at 0x7f9593c12f90>,True,"['name', 'wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,"Hztm. [[Herzogtum Steiermark|Steier]], [[Herzogtum Kärnten|Kärnten]], [[Herzogtum Krain|Krain]], und das [[Österreichisches Küstenland|Küstenland]]",(dieselben),[[Römisch-katholische Kirche|katholisch]],"(nan, nan)",[[Graz]]
